Name,Variation,DIY,Buy,Sell,Color 1,Color 2,Size,Source,Source Notes,Seasonal Availability,Mannequin Piece,Version,Style,Label Themes,Villager Equippable,Catalog,Filename,Internal ID,Unique Entry ID
gaucho pants,Pink,False,880,220,Pink,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,formal; work,False,For sale,BottomsTexPantsWideGaucho3,9268,HFPGpyH83SfaZ4wXy
gaucho pants,Blue,False,880,220,Light blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,formal; work,False,For sale,BottomsTexPantsWideGaucho4,9269,6zr7iP6iYPdwWKo3Y
geometric-print pants,Blue,False,1040,260,Blue,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Simple,everyday; comfy; vacation,False,For sale,BottomsTexPantsNormalChimayo0,5795,KnvsHTwKxnp4sbGyF
geometric-print pants,Red,False,1040,260,Red,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Simple,everyday; comfy; vacation,False,For sale,BottomsTexPantsNormalChimayo1,9189,EXahMofijrzoK7d4k
geometric-print pants,Brown,False,1040,260,Brown,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Simple,everyday; comfy; vacation,False,For sale,BottomsTexPantsNormalChimayo2,9190,XD7h2WiQxjHB9YL5q
geometric-print pants,Navy blue,False,1040,260,Black,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Simple,everyday; comfy; vacation,False,For sale,BottomsTexPantsNormalChimayo3,9191,Ba59zqpnxnoinpvA2
geometric-print pants,Orange,False,1040,260,Orange,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Simple,everyday; comfy; vacation,False,For sale,BottomsTexPantsNormalChimayo4,9192,6ihFndRxfynQpC5oe
gingham picnic skirt,Red,False,880,220,Red,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday,False,For sale,BottomsTexSkirtAlineGingham0,3319,n3xXsiZ8hEZRPWYMm
gingham picnic skirt,Green,False,880,220,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday,False,For sale,BottomsTexSkirtAlineGingham1,12192,F4gsJR6jMnfM3Eqo8
gingham picnic skirt,Blue,False,880,220,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday,False,For sale,BottomsTexSkirtAlineGingham2,12193,oKFbmrtXNgtiTFwvn
gingham picnic skirt,Gray,False,880,220,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday,False,For sale,BottomsTexSkirtAlineGingham3,12194,358kKFuPBqMSY6upv
gingham picnic skirt,Orange,False,880,220,Orange,Orange,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday,False,For sale,BottomsTexSkirtAlineGingham4,12195,CXMT6SazYkYDRCGAB
gingham picnic skirt,Pink,False,880,220,Pink,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday,False,For sale,BottomsTexSkirtAlineGingham5,12196,nXgpyJEQxqSW9uW4r
gingham picnic skirt,Purple,False,880,220,Purple,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday,False,For sale,BottomsTexSkirtAlineGingham6,12197,uX8Ar954vSF79YCuX
gingham picnic skirt,Light blue,False,880,220,Light blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday,False,For sale,BottomsTexSkirtAlineGingham7,12198,TybzRCu8gofwRzgXP
gobelin shorts,Beige,False,840,210,Beige,Pink,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Elegant,everyday; vacation,False,For sale,BottomsTexPantsHalfGobelins0,5734,ZpbzaPwWnQwfA3DME
gobelin shorts,Black,False,840,210,Black,Pink,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Elegant,everyday; vacation,False,For sale,BottomsTexPantsHalfGobelins1,8923,it5MgrQ7YEK2K7apb
grass skirt,Brown,True,NFS,140,Beige,Beige,1x1,Crafting,,All Year,False,1.0.0,Active,outdoorsy; vacation,False,Not for sale,BottomsTexSkirtBoxGrass0,4333,F3GSr8B7zuThrFq5p
green grass skirt,Green,True,NFS,140,Green,Green,1x1,Crafting,,All Year,False,1.0.0,Active,outdoorsy; vacation,False,Not for sale,BottomsTexSkirtBoxGrass1,8907,yNBwCvymEC4CDMdKq
hickory-stripe pants,Blue,False,1560,390,Blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday; outdoorsy; sporty,False,For sale,BottomsTexPantsWideHickory0,4254,ad3vra7ZNB3DaC6mo
hickory-stripe pants,Light blue,False,1560,390,Light blue,Light blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday; outdoorsy; sporty,False,For sale,BottomsTexPantsWideHickory1,9537,tHRqJdZkTHZxiPHjg
jogging shorts,Pink,False,700,175,Pink,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Active,outdoorsy; comfy; sporty,False,For sale,BottomsTexPantsHotRunning0,4195,CTx32u5FGCu5aZZuP
jogging shorts,Light blue,False,700,175,Light blue,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,outdoorsy; comfy; sporty,False,For sale,BottomsTexPantsHotRunning1,8854,cAFpLCjoHafHZtejk
jogging shorts,Lime,False,700,175,Green,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,outdoorsy; comfy; sporty,False,For sale,BottomsTexPantsHotRunning2,8855,CnPTgw8SjtrhsPJ2F
jogging shorts,Red,False,700,175,Red,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,outdoorsy; comfy; sporty,False,For sale,BottomsTexPantsHotRunning3,8856,Jn33wdEruRdfj87pA
jogging shorts,Blue,False,700,175,Blue,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,outdoorsy; comfy; sporty,False,For sale,BottomsTexPantsHotRunning4,8857,RJuwnKm9EY6HofbGE
jogging shorts,Black,False,700,175,Black,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,outdoorsy; comfy; sporty,False,For sale,BottomsTexPantsHotRunning5,8858,KcpYzXuWQAiDEsvaf
jogging shorts,Purple,False,700,175,Purple,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,outdoorsy; comfy; sporty,False,For sale,BottomsTexPantsHotRunning6,8859,Wv5cT3YE7xbjKCTR9
jogging shorts,Orange,False,700,175,Orange,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,outdoorsy; comfy; sporty,False,For sale,BottomsTexPantsHotRunning7,8860,BQNxxPe7PG7huwxS9
kilt,Red,False,1000,250,Red,Green,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday; formal; work,False,For sale,BottomsTexSkirtAlineKilt0,3337,8BGPGtvekJsqBcLiQ
kilt,Black,False,1000,250,Black,Gray,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday; formal; work,False,For sale,BottomsTexSkirtAlineKilt1,9239,BpTEQtbEi68wMeaL9
kilt,Navy blue,False,1000,250,Blue,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday; formal; work,False,For sale,BottomsTexSkirtAlineKilt2,9240,swhKFsdKc9E5g5bkS
kilt,Green,False,1000,250,Green,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday; formal; work,False,For sale,BottomsTexSkirtAlineKilt3,9241,ZTaoikkNirDS3dxEF
knit pants,Gray,False,910,227,Gray,Gray,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,True,1.0.0,Simple,everyday; comfy,False,For sale,BottomsTexPantsNormalKnit0,5707,z6pi693sEwe2AxrAy
knit pants,Brown,False,910,227,Brown,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Simple,everyday; comfy,False,For sale,BottomsTexPantsNormalKnit1,9258,EJAfqqEGESkh2oyzo
knit pants,Light blue,False,910,227,Light blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Simple,everyday; comfy,False,For sale,BottomsTexPantsNormalKnit2,9259,xWXnRrYrrjneP9bHB
knit pants,Red,False,910,227,Red,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Simple,everyday; comfy,False,For sale,BottomsTexPantsNormalKnit3,9260,PJLeRXCxuP6DJKqAY
knit skirt,Brown,False,910,227,Beige,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Simple,everyday; comfy,False,For sale,BottomsTexSkirtBoxAran0,5414,F7Xac2bbWiCJCZ2C4
knit skirt,Light blue,False,910,227,Light blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Simple,everyday; comfy,False,For sale,BottomsTexSkirtBoxAran1,11344,whbwsoMENpvy8qHZj
knit skirt,Pink,False,910,227,Pink,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Simple,everyday; comfy,False,For sale,BottomsTexSkirtBoxAran2,11345,LXBhPXRpPKmaRCdNN
knit skirt,Mustard,False,910,227,Yellow,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Simple,everyday; comfy,False,For sale,BottomsTexSkirtBoxAran3,11346,DFx48KndN2WNz75Rm
kung-fu pants,Navy blue,False,1680,420,Blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday; sporty,False,For sale,BottomsTexPantsWideKungfu0,4331,xT2tRs9QEz8Abq35H
kung-fu pants,White,False,1680,420,White,Gray,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday; sporty,False,For sale,BottomsTexPantsWideKungfu1,11391,gLeocYifHqdNsHEG6
kung-fu pants,Light blue,False,1680,420,Light blue,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday; sporty,False,For sale,BottomsTexPantsWideKungfu2,11392,t5mvyqPadXRFwiNZg
kung-fu pants,Yellow,False,1680,420,Yellow,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,True,1.0.0,Simple,everyday; sporty,False,For sale,BottomsTexPantsWideKungfu3,11393,Yk52zcJ7rDsEWzMhP
kung-fu pants,Green,False,1680,420,Green,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday; sporty,False,For sale,BottomsTexPantsWideKungfu4,11394,EB9gbDn9bhM8TwxWo
Labelle shorts,Twilight,False,2540,635,Purple,White,1x1,Labelle,,All Year,False,1.0.0,Cool,formal; party; theatrical,False,For sale,BottomsTexPantsHalfKate0,9878,kzZZteHnKLToihQCK
Labelle shorts,Midnight,False,2540,635,Black,White,1x1,Labelle,,All Year,False,1.0.0,Cool,formal; party; theatrical,False,For sale,BottomsTexPantsHalfKate1,11736,qB4Kcq5nuibyXhCy2
Labelle shorts,Passion,False,2540,635,Red,White,1x1,Labelle,,All Year,False,1.0.0,Cool,formal; party; theatrical,False,For sale,BottomsTexPantsHalfKate2,11737,uKD3aWEBQBMHcKTT5
Labelle shorts,Ocean,False,2540,635,Blue,White,1x1,Labelle,,All Year,False,1.0.0,Cool,formal; party; theatrical,False,For sale,BottomsTexPantsHalfKate3,11738,nLHaHhD5MzAuWBxLS
Labelle shorts,Sunset,False,2540,635,Orange,White,1x1,Labelle,,All Year,False,1.0.0,Cool,formal; party; theatrical,False,For sale,BottomsTexPantsHalfKate4,11739,KohDta8WbSDqCTNTk
Labelle shorts,Love,False,2540,635,Pink,White,1x1,Labelle,,All Year,False,1.0.0,Cool,formal; party; theatrical,False,For sale,BottomsTexPantsHalfKate5,11740,6addiE89fJ9f3sn5D
Labelle skirt,Twilight,False,3100,775,Purple,Purple,1x1,Labelle,,All Year,False,1.0.0,Elegant,formal; party; theatrical,False,For sale,BottomsTexSkirtLongKate0,9879,6L6Xvpy9pNWg5Z3es
Labelle skirt,Midnight,False,3100,775,Black,Black,1x1,Labelle,,All Year,False,1.0.0,Elegant,formal; party; theatrical,False,For sale,BottomsTexSkirtLongKate1,11741,SeLCtytEtbRpQQgYx
Labelle skirt,Passion,False,3100,775,Red,Red,1x1,Labelle,,All Year,False,1.0.0,Elegant,formal; party; theatrical,False,For sale,BottomsTexSkirtLongKate2,11742,42axJbXMpeDW8dvfp
Labelle skirt,Ocean,False,3100,775,Blue,Blue,1x1,Labelle,,All Year,False,1.0.0,Elegant,formal; party; theatrical,False,For sale,BottomsTexSkirtLongKate3,11743,QHA6ZsTDp6CuEWrwJ
Labelle skirt,Sunset,False,3100,775,Yellow,Yellow,1x1,Labelle,,All Year,False,1.0.0,Elegant,formal; party; theatrical,False,For sale,BottomsTexSkirtLongKate4,11744,6AKz7auzD3F9xDbRr
Labelle skirt,Love,False,3100,775,Pink,Pink,1x1,Labelle,,All Year,False,1.0.0,Elegant,formal; party; theatrical,False,For sale,BottomsTexSkirtLongKate5,11745,xZmwSCw7o2dfPYctq
lace shorts,White,False,840,210,White,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,True,1.0.0,Cute,everyday; fairy tale; vacation,False,For sale,BottomsTexPantsHotLace0,4517,AX53u7EzMvfP7wrqi
lace shorts,Black,False,840,210,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Cute,everyday; fairy tale; vacation,False,For sale,BottomsTexPantsHotLace1,8911,B4f5JxYbauFsp9pmH
lace shorts,Green,False,840,210,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Cute,everyday; fairy tale; vacation,False,For sale,BottomsTexPantsHotLace2,8912,P5ikAFxnDHtHkWBZf
lace shorts,Pink,False,840,210,Pink,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Cute,everyday; fairy tale; vacation,False,For sale,BottomsTexPantsHotLace3,8913,WNCDCvth9vPAX2ZNW
lace shorts,Blue,False,840,210,Light blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Cute,everyday; fairy tale; vacation,False,For sale,BottomsTexPantsHotLace4,8914,MYorobK3bYTgM8Csn
lace skirt,White,False,920,230,White,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Cute,everyday; fairy tale; vacation,False,For sale,BottomsTexSkirtAlineLace0,3384,W9HRSi2Ksj7ZphxoY
lace skirt,Pink,False,920,230,Pink,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Cute,everyday; fairy tale; vacation,False,For sale,BottomsTexSkirtAlineLace1,8904,S44D7w7Y8SR68EoqG
lace skirt,Green,False,920,230,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Cute,everyday; fairy tale; vacation,False,For sale,BottomsTexSkirtAlineLace2,8905,HyuDmjiBppBZyRq8r
lace skirt,Beige,False,920,230,Beige,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Cute,everyday; fairy tale; vacation,False,For sale,BottomsTexSkirtAlineLace3,8906,SR9z43HqSzCyD3Zuo
lemon skirt,Light blue,False,880,220,Light blue,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Elegant,everyday; comfy; vacation,False,For sale,BottomsTexSkirtLongLemon0,5874,9atjQqucTpgA2pFte
lemon skirt,White,False,880,220,White,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Elegant,everyday; comfy; vacation,False,For sale,BottomsTexSkirtLongLemon1,8753,MPGFwwDJAjWLFXuq8
lemon skirt,Black,False,880,220,Black,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,True,1.0.0,Elegant,everyday; comfy; vacation,False,For sale,BottomsTexSkirtLongLemon2,8754,aLgBffim3HfTs7nGq
leopard miniskirt,Brown,False,1820,455,Brown,Brown,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,everyday,False,For sale,BottomsTexSkirtBoxLeopard0,4373,WoNf9psGq2LCY3Cqx
leopard miniskirt,Gray,False,1820,455,Gray,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,everyday,False,For sale,BottomsTexSkirtBoxLeopard1,10197,tAZk7z6WCeXGCWqke
leopard miniskirt,Blue,False,1820,455,Blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,everyday,False,For sale,BottomsTexSkirtBoxLeopard2,10198,vHLiK3GrTnaqwAWzD
leopard miniskirt,Lime,False,1820,455,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,everyday,False,For sale,BottomsTexSkirtBoxLeopard3,10199,HfWYSCxn6psda7Fjc
leopard miniskirt,Purple,False,1820,455,Purple,Purple,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,everyday,False,For sale,BottomsTexSkirtBoxLeopard4,10200,nbZd8jQEsyvXwS7w7
leopard miniskirt,Pink,False,1820,455,Pink,Pink,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,everyday,False,For sale,BottomsTexSkirtBoxLeopard5,10201,2jJ3W7oBwpkSKicak
long chino skirt,Beige,False,1560,390,Beige,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; comfy,False,For sale,BottomsTexSkirtLongChino0,4257,cdSNMNyTvCycMhuNF
long chino skirt,Brown,False,1560,390,Brown,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; comfy,False,For sale,BottomsTexSkirtLongChino1,11141,vpATwf6eMvgw4v83c
long chino skirt,Navy blue,False,1560,390,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; comfy,False,For sale,BottomsTexSkirtLongChino2,11142,fcN5bye89Y5qtF58r
long chino skirt,Avocado,False,1560,390,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; comfy,False,For sale,BottomsTexSkirtLongChino3,11143,fB8CtjDLoPvBdSN59
long chino skirt,Gray,False,1560,390,Gray,Gray,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; comfy,False,For sale,BottomsTexSkirtLongChino4,11144,fp8R3aEpYBh62bkjj
long denim skirt,Blue,False,1560,390,Blue,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday,False,For sale,BottomsTexSkirtLongDenim0,5708,k5H7RaCmv9cXMz9YA
long denim skirt,Light blue,False,1560,390,Light blue,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday,False,For sale,BottomsTexSkirtLongDenim1,11445,FecB3dJvM7HnHxnpp
long denim skirt,Navy blue,False,1560,390,Blue,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday,False,For sale,BottomsTexSkirtLongDenim2,11446,Q2NunYCa8ga9CZTx9
long denim skirt,Black,False,1560,390,Black,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday,False,For sale,BottomsTexSkirtLongDenim3,11447,dW7XsDmjjhzaZYs4C
long denim skirt,White,False,1560,390,White,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday,False,For sale,BottomsTexSkirtLongDenim4,11448,rJMPgTcd3wnhp5RR5
long plaid skirt,Red,False,1450,362,Red,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; comfy,False,For sale,BottomsTexSkirtLongCheck0,4374,tcAF2nzwed7veqHCf
long plaid skirt,Green,False,1450,362,Green,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; comfy,False,For sale,BottomsTexSkirtLongCheck1,8714,sD4KPiQQaZdJqrZ72
long plaid skirt,Blue,False,1450,362,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; comfy,False,For sale,BottomsTexSkirtLongCheck2,8715,EPcY88EucvpArMM3R
long plaid skirt,Beige,False,1450,362,Orange,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Simple,everyday; comfy,False,For sale,BottomsTexSkirtLongCheck3,8716,DifYjZ3fynwdRqymF
long pleated skirt,Ruby red,False,1560,390,Red,Red,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday,False,For sale,BottomsTexSkirtLongPleats0,4222,6jNhukbRYHAqtu5Hj
long pleated skirt,White,False,1560,390,White,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,True,1.0.0,Simple,everyday,False,For sale,BottomsTexSkirtLongPleats1,8703,5WYCRFHmPbR2haY4a
long pleated skirt,Yellow,False,1560,390,Yellow,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday,False,For sale,BottomsTexSkirtLongPleats2,8704,7MSYPu2thg7mm6AfS
long pleated skirt,Cyan,False,1560,390,Light blue,Light blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday,False,For sale,BottomsTexSkirtLongPleats3,8705,25KnhcDGdmzN9ACCx
long pleated skirt,Gray,False,1560,390,Gray,Gray,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday,False,For sale,BottomsTexSkirtLongPleats4,8706,yDt6N9sLYp2uw7QHY
long polka skirt,Black,False,1300,325,Black,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Simple,everyday; vacation,False,For sale,BottomsTexSkirtLongDot0,4252,FSYwLYbg9L5oBw3YB
long polka skirt,Red,False,1300,325,Red,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Simple,everyday; vacation,False,For sale,BottomsTexSkirtLongDot1,8707,CRnAjF3bQ57nQi8v3
long polka skirt,Blue,False,1300,325,Blue,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Simple,everyday; vacation,False,For sale,BottomsTexSkirtLongDot2,8708,65RdE5YqrrBcxtnpy
long polka skirt,Green,False,1300,325,Green,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Simple,everyday; vacation,False,For sale,BottomsTexSkirtLongDot3,8709,9CP9MMQqpvG5cieYh
long polka skirt,Orange,False,1300,325,Orange,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Simple,everyday; vacation,False,For sale,BottomsTexSkirtLongDot4,8710,KiRJyej38jwQK5Ayp
long polka skirt,Yellow,False,1300,325,Yellow,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Simple,everyday; vacation,False,For sale,BottomsTexSkirtLongDot5,8711,mQ4e9xpyBNoTs8xH6
long polka skirt,Pink,False,1300,325,Pink,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Simple,everyday; vacation,False,For sale,BottomsTexSkirtLongDot6,8712,mF6a4SRs3hSkSqCp3
long polka skirt,Light blue,False,1300,325,Light blue,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Simple,everyday; vacation,False,For sale,BottomsTexSkirtLongDot7,8713,jfPERKFf5GWQZfGaz
long sailor skirt,Navy blue,False,1560,390,Blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday; formal,False,For sale,BottomsTexSkirtLongSailor0,6016,X83drivyAr84upLBr
long sailor skirt,Orange,False,1560,390,Orange,Orange,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday; formal,False,For sale,BottomsTexSkirtLongSailor1,11642,c8MehxQwwwMZCbE2B
long sailor skirt,Light blue,False,1560,390,Light blue,Light blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday; formal,False,For sale,BottomsTexSkirtLongSailor2,11643,aNNvE2GoT4eBA7xdY
long sailor skirt,Green,False,1560,390,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday; formal,False,For sale,BottomsTexSkirtLongSailor3,11644,D9xKxgbGsvKPoNuB7
long sailor skirt,Brown,False,1560,390,Brown,Brown,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday; formal,False,For sale,BottomsTexSkirtLongSailor4,11645,358aZdBvabmSYLT9s
long sailor skirt,Purple,False,1560,390,Purple,Purple,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday; formal,False,For sale,BottomsTexSkirtLongSailor5,11646,DHZhEznTXwHSN3Skc
long sailor skirt,Red,False,1560,390,Red,Red,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday; formal,False,For sale,BottomsTexSkirtLongSailor6,11647,CD2sRswRDy4pZdFJB
long sailor skirt,Pink,False,1560,390,Pink,Pink,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday; formal,False,For sale,BottomsTexSkirtLongSailor7,11648,ukofZGnGSqn6hBPPm
long sweatskirt,Navy blue,False,1000,250,Blue,Orange,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,everyday; comfy,False,For sale,BottomsTexSkirtLongSweat0,5417,NSB3n8kiT27zXnbiq
long sweatskirt,Gray,False,1000,250,Gray,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,everyday; comfy,False,For sale,BottomsTexSkirtLongSweat1,8724,f9Wt3Akph7spJoKS2
long sweatskirt,Green,False,1000,250,Green,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,everyday; comfy,False,For sale,BottomsTexSkirtLongSweat2,8725,xxyPoAMNBfLFHAJqL
