Name,Variation,DIY,Buy,Sell,Color 1,Color 2,Size,Source,Source Notes,Seasonal Availability,Mannequin Piece,Version,Style,Label Themes,Villager Equippable,Secondary Shape,Filename,Internal ID,Unique Entry ID,Purchasable,Type
rugby uniform,Green & white,False,1760,440,White,Green,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,sporty; work,True,H,TopsTexOnepieceOverallHRugby2,7630,YdztZn73ZQcHQnXeH,1,Overall
rugby uniform,Orange & white,False,1760,440,White,Orange,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,sporty; work,True,H,TopsTexOnepieceOverallHRugby3,7631,J7JCGgoerdNCqz4HN,1,Overall
rugby uniform,Red & black,False,1760,440,Black,Red,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,sporty; work,True,H,TopsTexOnepieceOverallHRugby4,7632,26bDTZHA4CyGa4D4e,1,Overall
rugby uniform,Blue & black,False,1760,440,Black,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,sporty; work,True,H,TopsTexOnepieceOverallHRugby5,7633,wg3J8LdkBHtudcC6i,1,Overall
rugby uniform,Green & black,False,1760,440,Black,Green,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,sporty; work,True,H,TopsTexOnepieceOverallHRugby6,7634,S9dh9HtcBtEDNA42n,1,Overall
rugby uniform,Orange & black,False,1760,440,Black,Orange,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,sporty; work,True,H,TopsTexOnepieceOverallHRugby7,7635,76XBMswn7Mgdeuvqd,1,Overall
rumba costume,Red,False,2600,650,Red,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Elegant,sporty; work,True,L,TopsTexOnepieceSalopetteLRumba0,5610,vo9mYrjWG3vhD8T4e,1,Salopette
rumba costume,Orange,False,2600,650,Orange,Green,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Elegant,party; theatrical,True,L,TopsTexOnepieceSalopetteLRumba1,11578,ZP6eDrPjPZAGmev9N,1,Salopette
rumba costume,Pink,False,2600,650,Pink,Light blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Elegant,party; theatrical,True,L,TopsTexOnepieceSalopetteLRumba2,11579,RnKWKPvRLb2gXbK5C,1,Salopette
rumba dress,Red,False,2600,650,Red,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Elegant,party; theatrical,True,H,TopsTexOnepieceAlongHRumba0,5645,sEJwk3GNphdkYKsYB,1,A-long
rumba dress,Orange,False,2600,650,Orange,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Elegant,party; theatrical,True,H,TopsTexOnepieceAlongHRumba1,9528,rexsgmsyj7TFHEKT2,1,A-long
rumba dress,Pink,False,2600,650,Pink,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Elegant,party; theatrical,True,H,TopsTexOnepieceAlongHRumba2,9529,8g5AgWT2ZduxSNXc8,1,A-long
sailor-collar dress,White,False,1920,480,White,Blue,1x1,Able Sisters,Available from Able Sisters shop only,Summer,True,1.0.0,Cute,everyday; fairy tale; vacation,True,H,TopsTexOnepieceBalloonHMarine0,3673,xj3sNDqjfLYsRhH6R,1,Balloon
sailor-collar dress,Navy blue,False,1920,480,Blue,White,1x1,Able Sisters,Available from Able Sisters shop only,Summer,False,1.0.0,Cute,everyday; fairy tale; vacation,True,H,TopsTexOnepieceBalloonHMarine1,8882,GH8CaAFNNiARE4n7F,1,Balloon
sailor-collar dress,Blue,False,1920,480,Light blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,Summer,False,1.0.0,Cute,everyday; fairy tale; vacation,True,H,TopsTexOnepieceBalloonHMarine2,8883,bGeMrLon8qxra2Zgh,1,Balloon
sailor-collar dress,Pink,False,1920,480,Pink,Blue,1x1,Able Sisters,Available from Able Sisters shop only,Summer,False,1.0.0,Cute,everyday; fairy tale; vacation,True,H,TopsTexOnepieceBalloonHMarine3,8884,rE5ATJAQ2SbYmAjAL,1,Balloon
sari,Garnet,False,2520,630,Red,Red,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Elegant,everyday; formal,True,H,TopsTexOnepieceBlongHSally0,3685,H7zjMs2CtXeok5rsk,1,B-long
sari,Aquamarine,False,2520,630,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Elegant,everyday; formal,True,H,TopsTexOnepieceBlongHSally1,9149,2ie8Yj85zSaBvPCXa,1,B-long
sari,Topaz,False,2520,630,Orange,Orange,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Elegant,everyday; formal,True,H,TopsTexOnepieceBlongHSally2,9150,mwesgzShjnGqcam6y,1,B-long
sari,Amethyst,False,2520,630,Purple,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Elegant,everyday; formal,True,H,TopsTexOnepieceBlongHSally3,9151,CksoB685Q9GbhzbNF,1,B-long
satin dress,Green,False,1600,400,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Gorgeous,formal; party; theatrical,True,N,TopsTexOnepieceBalloonNSatin0,2599,CxKuMegSNGhMz3rKi,1,Balloon
satin dress,Blue,False,1600,400,Blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Gorgeous,formal; party; theatrical,True,N,TopsTexOnepieceBalloonNSatin1,7942,ktZsz2KmuzJhnTqSK,1,Balloon
satin dress,Berry red,False,1600,400,Red,Red,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Gorgeous,formal; party; theatrical,True,N,TopsTexOnepieceBalloonNSatin2,7943,BswBz2tKc6KjZHai3,1,Balloon
satin dress,Purple,False,1600,400,Purple,Purple,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Gorgeous,formal; party; theatrical,True,N,TopsTexOnepieceBalloonNSatin3,7944,nuZ8p5wjbtgSfGFpq,1,Balloon
satin dress,Pink,False,1600,400,Pink,Pink,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Gorgeous,formal; party; theatrical,True,N,TopsTexOnepieceBalloonNSatin4,7945,4PazY6CPKcYG853bC,1,Balloon
school smock,Blue,False,2000,500,Blue,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,formal,True,L,TopsTexOnepieceBoxLSchoolsmockNavy,5567,Fn9HMhNM7X3fcXA7w,1,Box
security uniform,Navy blue,False,2240,560,Blue,Light blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,formal; work,True,L,TopsTexOnepieceOverallLPoliceNavy,3565,ZYAf7Fapxej7w65xx,1,Overall
shawl-and-dress combo,Black,False,2000,500,Black,Gray,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Elegant,everyday; comfy,True,L,TopsTexOnepieceRibLShawl0,4489,94qmidkBKP7pPtEaJ,1,Rib
shawl-and-dress combo,Ochre,False,2000,500,Orange,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,True,1.0.0,Elegant,everyday; comfy,True,L,TopsTexOnepieceRibLShawl1,8595,MfKkMEJx8bLmqz47x,1,Rib
shawl-and-dress combo,Green,False,2000,500,Green,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Elegant,everyday; comfy,True,L,TopsTexOnepieceRibLShawl2,8596,AAD3e8vu73db6EH2s,1,Rib
shawl-and-dress combo,Red,False,2000,500,Red,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Elegant,everyday; comfy,True,L,TopsTexOnepieceRibLShawl3,8597,9o4vMruAXj3K4u2md,1,Rib
sheep costume,White,False,1700,425,White,Pink,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale; party; theatrical,True,N,TopsTexOnepieceRibNSheep0,4431,oQgFFZf8QXnuhcNzZ,1,Rib
sheep costume,Pink,False,1700,425,Pink,Beige,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale; party; theatrical,True,N,TopsTexOnepieceRibNSheep1,9635,ijsXG5Yo6Tnh4NYdi,1,Rib
sheep costume,Light blue,False,1700,425,Light blue,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale; party; theatrical,True,N,TopsTexOnepieceRibNSheep2,9636,axRoBAAbPMHvWXESy,1,Rib
sheep costume,Brown,False,1700,425,Brown,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale; party; theatrical,True,N,TopsTexOnepieceRibNSheep3,9637,MH9MP4ibb4aSsQDqc,1,Rib
shell dress,Pink,False,3500,875,Pink,White,1x1,Able Sisters,Available from Able Sisters shop only,Summer,False,1.0.0,Gorgeous,fairy tale; party; theatrical; vacation,True,N,TopsTexOnepieceAlongNMermaid0,4657,PL2y8BwTDFMLkoL7h,1,A-long
shell dress,Blue,False,3500,875,Blue,White,1x1,Able Sisters,Available from Able Sisters shop only,Summer,False,1.0.0,Gorgeous,fairy tale; party; theatrical; vacation,True,N,TopsTexOnepieceAlongNMermaid1,8246,cDET9RSWRKLHNj3zo,1,A-long
shell dress,Yellow,False,3500,875,Yellow,White,1x1,Able Sisters,Available from Able Sisters shop only,Summer,False,1.0.0,Gorgeous,fairy tale; party; theatrical; vacation,True,N,TopsTexOnepieceAlongNMermaid2,8247,qwqnysjizyqQifLfQ,1,A-long
shell dress,Mint,False,3500,875,Green,White,1x1,Able Sisters,Available from Able Sisters shop only,Summer,False,1.0.0,Gorgeous,fairy tale; party; theatrical; vacation,True,N,TopsTexOnepieceAlongNMermaid3,8248,eSYqNd8WAFmYLWriZ,1,A-long
shell dress,Red,False,3500,875,Red,White,1x1,Able Sisters,Available from Able Sisters shop only,Summer,False,1.0.0,Gorgeous,fairy tale; party; theatrical; vacation,True,N,TopsTexOnepieceAlongNMermaid4,8249,G3etertjgwY9q2qpW,1,A-long
shell dress,Purple,False,3500,875,Purple,White,1x1,Able Sisters,Available from Able Sisters shop only,Summer,False,1.0.0,Gorgeous,fairy tale; party; theatrical; vacation,True,N,TopsTexOnepieceAlongNMermaid5,8250,txPF8xBG6WmxLBTjr,1,A-long
shirtdress,Navy blue,False,1600,400,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; comfy,True,L,TopsTexOnepieceBoxLShirt0,3386,Qj9YzgCyGXzmXZHXN,1,Box
shirtdress,Beige,False,1600,400,Beige,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; comfy,True,L,TopsTexOnepieceBoxLShirt1,8949,atqTiXb2GoHX43vci,1,Box
shirtdress,Olive,False,1600,400,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; comfy,True,L,TopsTexOnepieceBoxLShirt2,8950,RmdJp9KDJTuQvTtDA,1,Box
shorts outfit,Brown,False,1680,420,Brown,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Elegant,everyday; vacation,True,N,TopsTexOnepieceSalopetteNCombinaison0,4617,K44QTdGfj4NZagp4y,1,Salopette
shorts outfit,Light blue,False,1680,420,Light blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Elegant,everyday; vacation,True,N,TopsTexOnepieceSalopetteNCombinaison1,8022,LRoJm3BewfyodbjRw,1,Salopette
shorts outfit,Blue,False,1680,420,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Elegant,everyday; vacation,True,N,TopsTexOnepieceSalopetteNCombinaison2,8023,2P6mgT69hYvLgpWti,1,Salopette
shorts outfit,Pink,False,1680,420,Pink,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Elegant,everyday; vacation,True,N,TopsTexOnepieceSalopetteNCombinaison3,8024,K76M9wwJ9w3vQ33fu,1,Salopette
shorts outfit,Black,False,1680,420,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Elegant,everyday; vacation,True,N,TopsTexOnepieceSalopetteNCombinaison4,8025,WcnwgprjRvD6jPwZJ,1,Salopette
simple checkered dress,Pink,False,1200,300,Pink,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Simple,everyday; fairy tale; vacation,True,N,TopsTexOnepieceAlineNPlaid0,8509,bPL69G2vFoWNGSyTW,1,A-line
simple checkered dress,Green,False,1200,300,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Simple,everyday; fairy tale; vacation,True,N,TopsTexOnepieceAlineNPlaid1,12096,mDoFd7voYYMpHFHTP,1,A-line
simple checkered dress,Beige,False,1200,300,Beige,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Simple,everyday; fairy tale; vacation,True,N,TopsTexOnepieceAlineNPlaid2,12097,dxqzdMCwXYQvnihpW,1,A-line
simple visiting kimono,Pale green,False,2480,620,Green,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Elegant,formal; party,True,L,TopsTexOnepieceKimonoLHomongi0,6026,CQNsWPGrfsj2cakRs,1,Kimono
simple visiting kimono,Wisteria,False,2480,620,Purple,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Elegant,formal; party,True,L,TopsTexOnepieceKimonoLHomongi1,9004,TtjYMaTCsj4rSMK2T,1,Kimono
simple visiting kimono,Pink,False,2480,620,Pink,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Elegant,formal; party,True,L,TopsTexOnepieceKimonoLHomongi2,9005,hJTKunpyMdErGDBd3,1,Kimono
simple visiting kimono,Indigo blue,False,2480,620,Blue,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Elegant,formal; party,True,L,TopsTexOnepieceKimonoLHomongi3,9006,gNjic463etEuEg7Nd,1,Kimono
simple visiting kimono,Orange,False,2480,620,Orange,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Elegant,formal; party,True,L,TopsTexOnepieceKimonoLHomongi4,9007,mFu7hHtudvFDbYFKs,1,Kimono
simple visiting kimono,Aqua,False,2480,620,Light blue,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Elegant,formal; party,True,L,TopsTexOnepieceKimonoLHomongi5,9008,Zfd2BttCu7hWbfgmi,1,Kimono
simple visiting kimono,Yellow,False,2480,620,Yellow,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Elegant,formal; party,True,L,TopsTexOnepieceKimonoLHomongi6,9009,wBaYAaaSgAseL4N7z,1,Kimono
simple visiting kimono,Gray,False,2480,620,Gray,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Elegant,formal; party,True,L,TopsTexOnepieceKimonoLHomongi7,9010,TmqQqfrD8sTyEaFfz,1,Kimono
simple-dots dress,Red,False,1200,300,Red,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Simple,everyday; vacation,True,N,TopsTexOnepieceAlineNSimpledot0,8188,5qjijdG3kTgQudqRT,1,A-line
simple-dots dress,Yellow,False,1200,300,Yellow,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Simple,everyday; vacation,True,N,TopsTexOnepieceAlineNSimpledot1,12106,dd9JvNWK4c7nndhuK,1,A-line
simple-dots dress,Light blue,False,1200,300,Light blue,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Simple,everyday; vacation,True,N,TopsTexOnepieceAlineNSimpledot2,12107,T4EBigTnpN2rwwJjK,1,A-line
simple-dots dress,Green,False,1200,300,Green,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Simple,everyday; vacation,True,N,TopsTexOnepieceAlineNSimpledot3,12108,LzSQhdPTLkTL9YWSy,1,A-line
simple-dots dress,Black,False,1200,300,Black,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Simple,everyday; vacation,True,N,TopsTexOnepieceAlineNSimpledot4,12109,ZeyCqLhQXvjTg3gFL,1,A-line
skirt with suspenders,Red,False,1600,400,Red,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,everyday,True,H,TopsTexOnepieceAlineHSuspendersskirt0,3660,pJSepkwozLaRdaZSf,1,A-line
skirt with suspenders,Orange,False,1600,400,Orange,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,everyday,True,H,TopsTexOnepieceAlineHSuspendersskirt1,9022,pghyCEEReaGbiLhy4,1,A-line
skirt with suspenders,Pink,False,1600,400,Pink,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,everyday,True,H,TopsTexOnepieceAlineHSuspendersskirt2,9023,ZgSmfx5ZvYxuf3WgD,1,A-line
skirt with suspenders,Blue,False,1600,400,Blue,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,everyday,True,H,TopsTexOnepieceAlineHSuspendersskirt3,9024,RdFthTe6RcrexPFdg,1,A-line
skirt with suspenders,Gray,False,1600,400,Gray,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,everyday,True,H,TopsTexOnepieceAlineHSuspendersskirt4,9025,LPeiPMbeHNXkukyi5,1,A-line
sky-egg outfit,None,True,NFS,1200,Light blue,Red,1x1,Crafting,,All Year,False,1.1.0a,Active,fairy tale; party; theatrical,True,N,TopsTexOnepieceRibNEggsky0,12453,ZDf7rEZv9TZxoCsuc,0,Rib
sleeveless shirtdress,Blue,False,1600,400,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Simple,everyday; vacation,True,N,TopsTexOnepieceAlineNShirt0,3387,rxpHXnpvQBXKSzLay,1,A-line
sleeveless shirtdress,White,False,1600,400,White,Gray,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Simple,everyday; vacation,True,N,TopsTexOnepieceAlineNShirt1,8951,jBEvorNeWp7XnYEFt,1,A-line
sleeveless shirtdress,Pink,False,1600,400,Pink,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Simple,everyday; vacation,True,N,TopsTexOnepieceAlineNShirt2,8952,MtRurCg9umRtEvgXH,1,A-line
sleeveless shirtdress,Lime,False,1600,400,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Simple,everyday; vacation,True,N,TopsTexOnepieceAlineNShirt3,8953,iEWkL6N8ziHEr38iv,1,A-line
sleeveless silk dress,Red,False,2520,630,Red,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Elegant,everyday; formal; party,True,,TopsTexOnepieceBlongLChina0,5131,BTiKJBRTf3xmK85DQ,1,B-long
sleeveless silk dress,Green,False,2520,630,Green,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Elegant,everyday; formal; party,True,,TopsTexOnepieceBlongLChina1,9152,mJZcSzs9pFCY5rMEz,1,B-long
sleeveless silk dress,Navy blue,False,2520,630,Blue,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Elegant,everyday; formal; party,True,,TopsTexOnepieceBlongLChina2,9153,9zzpox4sDPXctEes4,1,B-long
sleeveless silk dress,White,False,2520,630,White,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Elegant,everyday; formal; party,True,,TopsTexOnepieceBlongLChina3,9154,RprKKZkqdoeSMM9ng,1,B-long
sleeveless silk dress,Pink,False,2520,630,Pink,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Elegant,everyday; formal; party,True,,TopsTexOnepieceBlongLChina4,9155,QawwsHKYhAJup3rHz,1,B-long
sleeveless silk dress,Light blue,False,2520,630,Light blue,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Elegant,everyday; formal; party,True,,TopsTexOnepieceBlongLChina5,9156,DYT42Xcf5qQqxLLD9,1,B-long
sleeveless silk dress,Yellow,False,2520,630,Yellow,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Elegant,everyday; formal; party,True,,TopsTexOnepieceBlongLChina6,9157,tfg3o66LAqC85NQDX,1,B-long
sleeveless sweater dress,Gray,False,1600,400,Gray,Gray,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,everyday; comfy,True,N,TopsTexOnepieceRibNKnit0,3261,MjEAYxjKRarnD6ktC,1,Rib
sleeveless sweater dress,Black,False,1600,400,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,everyday; comfy,True,N,TopsTexOnepieceRibNKnit1,8010,8cnbkGhPbdPJKGv3h,1,Rib
sleeveless sweater dress,White,False,1600,400,White,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,everyday; comfy,True,N,TopsTexOnepieceRibNKnit2,8011,itytn2hZujpPAboEr,1,Rib
sleeveless sweater dress,Purple,False,1600,400,Purple,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,everyday; comfy,True,N,TopsTexOnepieceRibNKnit3,8012,iRhLbEaS6yQiaNjYF,1,Rib
sleeveless sweater dress,Light blue,False,1600,400,Light blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,everyday; comfy,True,N,TopsTexOnepieceRibNKnit4,8013,8ZWvagtZErYKaj4ga,1,Rib
sleeveless sweater dress,Lime,False,1600,400,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,everyday; comfy,True,N,TopsTexOnepieceRibNKnit5,8014,oEneJxQJ72DBLYGTw,1,Rib
space suit,White,False,5000,1250,White,Red,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,work,True,L,TopsTexOnepieceOverallLSpaceWhite,3636,5w9Kh9EHd85Mec2wh,1,Overall
sprite costume,Green,False,2500,625,Green,Brown,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale,True,H,TopsTexOnepieceOverallHDwarf0,4171,QcrLWjN5SRarDQqyR,1,Overall
sprite costume,Red,False,2500,625,Red,Brown,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale,True,H,TopsTexOnepieceOverallHDwarf1,8131,aNt25NWxFuydPm2sf,1,Overall
sprite costume,Brown,False,2500,625,Brown,Brown,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale,True,H,TopsTexOnepieceOverallHDwarf2,8132,oQZD3BEvoMAxsa5aP,1,Overall
sprite costume,Blue,False,2500,625,Blue,Brown,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale,True,H,TopsTexOnepieceOverallHDwarf3,8133,S769MA7SJiDTCqNey,1,Overall
sprite costume,Yellow,False,2500,625,Yellow,Brown,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale,True,H,TopsTexOnepieceOverallHDwarf4,8134,Cu3DqD6hfcacWrkCj,1,Overall
sprite costume,Pink,False,2500,625,Pink,Brown,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale,True,H,TopsTexOnepieceOverallHDwarf5,8135,Mvp3fy4sXkcy8Zmvi,1,Overall
sprite costume,Mint,False,2500,625,Light blue,Brown,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale,True,H,TopsTexOnepieceOverallHDwarf6,8136,DqZs2PhSENigTECBP,1,Overall
star costume,White,False,2800,700,White,Red,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Gorgeous,party; theatrical,True,L,TopsTexOnepieceOverallLStarsinger0,4449,PbB2vyEfeyhm2FGL7,1,Overall
star costume,Black,False,2800,700,Black,Purple,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Gorgeous,party; theatrical,True,L,TopsTexOnepieceOverallLStarsinger1,9512,BHa8qcoKp7jLd2kvX,1,Overall
star costume,Red,False,2800,700,Red,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Gorgeous,party; theatrical,True,L,TopsTexOnepieceOverallLStarsinger2,9513,7SxwZ9yoa7km9d7Cb,1,Overall
star costume,Navy blue,False,2800,700,Blue,Orange,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Gorgeous,party; theatrical,True,L,TopsTexOnepieceOverallLStarsinger3,9514,kASsgZCtKHJtqqyYS,1,Overall
star costume,Yellow,False,2800,700,Yellow,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Gorgeous,party; theatrical,True,L,TopsTexOnepieceOverallLStarsinger4,9515,n9BxfkkEmAshZeFPe,1,Overall
steampunk costume,Red,False,2240,560,Brown,Red,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,fairy tale; theatrical,True,L,TopsTexOnepieceOverallLSteampunk0,5825,GtMhryHbqGfmRcFgB,1,Overall
steampunk costume,Purple,False,2240,560,Brown,Purple,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,fairy tale; theatrical,True,L,TopsTexOnepieceOverallLSteampunk1,9534,EQzSaQQExxKk4FsJn,1,Overall
stellar jumpsuit,Green,False,1600,400,Green,Orange,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,party; theatrical,True,L,TopsTexOnepieceSalopetteLPsychedelic0,5799,kFgxfBaMoWdgZFEXY,1,Salopette
stellar jumpsuit,Blue,False,1600,400,Blue,Purple,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,party; theatrical,True,L,TopsTexOnepieceSalopetteLPsychedelic1,9530,jHpBTBccqHXqxqF4R,1,Salopette
stellar jumpsuit,Dark red,False,1600,400,Black,Red,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,party; theatrical,True,L,TopsTexOnepieceSalopetteLPsychedelic2,9531,vNzDtamSgKT5u3e4X,1,Salopette
stellar jumpsuit,Purple,False,1600,400,Purple,Pink,1x1,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,party; theatrical,True,L,TopsTexOnepieceSalopetteLPsychedelic3,9532,PLDJQPLprXStLPmEo,1,Salopette
